Brewer,Drinker,Drink,Drink price,date,Total
Jessica Pearson;1978-06-22;3527764291507761,Marian Lane;1980-04-23;373696105572428,Prosecco large,600,2020-1-31,8100
Jessica Pearson;1978-06-22;3527764291507761,Sally Jackson;1975-08-26;6011083979903226,Vodka Tonic large,600,2020-1-31,8700
Jessica Pearson;1978-06-22;3527764291507761,Dr. Caroline Morris;1967-06-03;4982238351886255393,Chianti large,800,2020-1-31,9500
Jessica Pearson;1978-06-22;3527764291507761,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2020-1-31,10300
Jessica Pearson;1978-06-22;3527764291507761,Sean Osborne-Little;1960-03-13;3554852454832013,Ale small,300,2020-1-31,10600
Jessica Pearson;1978-06-22;3527764291507761,Mr. Keith Hilton;1997-09-17;3585697723779617,Gin & Tonic large,800,2020-1-31,11400
Jessica Pearson;1978-06-22;3527764291507761,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2020-1-31,12200
Jessica Pearson;1978-06-22;3527764291507761,Miss Jenna Hopkins;1970-09-16;371201862580821,House white large,600,2020-1-31,12800
Jessica Pearson;1978-06-22;3527764291507761,Jack Harvey;1998-05-22;4946896571299186780,Prosecco small,300,2020-1-31,13100
Jessica Pearson;1978-06-22;3527764291507761,Lawrence Fisher;1983-09-19;3566273828670227,Shiraz small,300,2020-1-31,13400
Jessica Pearson;1978-06-22;3527764291507761,Dr. Gemma Cooper;1968-01-15;4338315934240869,Ale large,600,2020-1-31,14000
Jessica Pearson;1978-06-22;3527764291507761,Frances Watkins;1988-08-31;2222981270340614,Prosecco large,600,2020-1-31,14600
Jessica Pearson;1978-06-22;3527764291507761,Dr. Caroline Morris;1967-06-03;4982238351886255393,Chianti large,800,2020-1-31,15400
Jessica Pearson;1978-06-22;3527764291507761,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2020-1-31,16200
Jessica Pearson;1978-06-22;3527764291507761,Shirley Rees;1994-07-25;6527997021478845,Champagne small,400,2020-1-31,16600
Jessica Pearson;1978-06-22;3527764291507761,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2020-1-31,17400
Ms. Jean Johnson;1996-04-22;3599621831162106,Richard Parsons;1951-04-21;4596293855263047603,Prosecco large,600,2019-8-15,600
Ms. Jean Johnson;1996-04-22;3599621831162106,Ruth Russell-Harris;1973-03-29;4730875456940300910,Shiraz large,600,2019-8-15,1200
Ms. Jean Johnson;1996-04-22;3599621831162106,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2019-8-15,2000
Ms. Jean Johnson;1996-04-22;3599621831162106,Jessica Pearson;1978-06-22;3527764291507761,Gin & Tonic large,800,2019-8-15,2800
Ms. Jean Johnson;1996-04-22;3599621831162106,Benjamin Morgan;1960-09-26;676301009368,Champagne small,400,2019-8-15,3200
Ms. Jean Johnson;1996-04-22;3599621831162106,Bethan Gill;1958-06-05;060480577430,Champagne large,800,2019-8-15,4000
Ms. Jean Johnson;1996-04-22;3599621831162106,Miss Abbie Smith;1954-09-05;4128358166770,Gin & Tonic large,800,2019-8-15,4800
Ms. Jean Johnson;1996-04-22;3599621831162106,Dr. Jessica Joyce;1959-11-08;343670554272167,Pale ale small,300,2019-8-15,5100
Ms. Jean Johnson;1996-04-22;3599621831162106,Danny Clark;1999-03-25;6011085906067876,Prosecco small,300,2019-8-15,5400
Ms. Jean Johnson;1996-04-22;3599621831162106,Tony Martin-Lucas;1984-02-09;060494691672,House white small,300,2019-8-15,5700
Ms. Jean Johnson;1996-04-22;3599621831162106,Gareth Watson;1968-09-14;060453409181,Whisky & Soda large,800,2019-8-15,6500
Ms. Jean Johnson;1996-04-22;3599621831162106,Jane Davies;1978-05-29;372961426026780,Prosecco large,600,2019-8-15,7100
Ms. Jean Johnson;1996-04-22;3599621831162106,Michelle Waters;1984-01-14;6545699347248609,House red small,300,2019-8-15,7400
Ms. Jean Johnson;1996-04-22;3599621831162106,Jack Harvey;1998-05-22;4946896571299186780,Ale large,600,2019-8-15,8000
Ms. Jean Johnson;1996-04-22;3599621831162106,Ms. Jean Johnson;1996-04-22;3599621831162106,Champagne small,400,2019-8-15,8400
Dr. Douglas King;1974-03-16;3581139211845125,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-9-6,400
Dr. Douglas King;1974-03-16;3581139211845125,Neil Walters;1991-02-14;30153298849283,Sprite large,400,2019-9-6,800
Dr. Douglas King;1974-03-16;3581139211845125,Miss Jenna Hopkins;1970-09-16;371201862580821,Lime cordial small,200,2019-9-6,1000
Dr. Douglas King;1974-03-16;3581139211845125,Sean Osborne-Little;1960-03-13;3554852454832013,Coke small,200,2019-9-6,1200
Dr. Douglas King;1974-03-16;3581139211845125,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-9-6,1600
Dr. Douglas King;1974-03-16;3581139211845125,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-9-6,1800
Dr. Douglas King;1974-03-16;3581139211845125,Ruth Russell-Harris;1973-03-29;4730875456940300910,Lemonade large,400,2019-9-6,2200
Dr. Douglas King;1974-03-16;3581139211845125,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Sparkling water large,400,2019-9-6,2600
Dr. Douglas King;1974-03-16;3581139211845125,Tony Martin-Lucas;1984-02-09;060494691672,Fanta small,200,2019-9-6,2800
Dr. Douglas King;1974-03-16;3581139211845125,Mrs. Bethan Murray;1986-07-23;2238925746548385,Lime cordial large,400,2019-9-6,3200
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-9-6,3400
Dr. Douglas King;1974-03-16;3581139211845125,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-9-6,3600
Dr. Douglas King;1974-03-16;3581139211845125,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-9-6,4000
Dr. Douglas King;1974-03-16;3581139211845125,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-9-6,4400
Dr. Douglas King;1974-03-16;3581139211845125,Mohammad Jones-Wood;1963-05-21;3539333926037846,Sparkling water large,400,2019-9-6,4800
Dr. Douglas King;1974-03-16;3581139211845125,Dr. Douglas King;1974-03-16;3581139211845125,Orange cordial small,200,2019-9-6,5000
Jessica Pearson;1978-06-22;3527764291507761,Miss Abbie Smith;1954-09-05;4128358166770,Coke small,200,2019-5-11,200
Jessica Pearson;1978-06-22;3527764291507761,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-5-11,600
Jessica Pearson;1978-06-22;3527764291507761,Mr. Stanley Bell;1997-05-22;376466905927165,Water small,200,2019-5-11,800
Jessica Pearson;1978-06-22;3527764291507761,Ruth Russell-Harris;1973-03-29;4730875456940300910,Diet Coke small,200,2019-5-11,1000
Jessica Pearson;1978-06-22;3527764291507761,Dr. Caroline Morris;1967-06-03;4982238351886255393,Sparkling water small,200,2019-5-11,1200
Jessica Pearson;1978-06-22;3527764291507761,Ryan Chapman;1981-12-13;3537198259397469,Cloudy lemonade small,200,2019-5-11,1400
Jessica Pearson;1978-06-22;3527764291507761,Mrs. Jade Allen;1970-05-20;3577687933334659,Sprite large,400,2019-5-11,1800
Jessica Pearson;1978-06-22;3527764291507761,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-5-11,2200
Jessica Pearson;1978-06-22;3527764291507761,Dr. Caroline Morris;1967-06-03;4982238351886255393,Coke Zero large,400,2019-5-11,2600
Jessica Pearson;1978-06-22;3527764291507761,Mrs. Bethan Murray;1986-07-23;2238925746548385,Lime cordial large,400,2019-5-11,3000
Jessica Pearson;1978-06-22;3527764291507761,Dr. Leanne Pearce;2000-06-19;4362495062180576102,Water small,200,2019-5-11,3200
Jessica Pearson;1978-06-22;3527764291507761,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-5-11,3600
Jessica Pearson;1978-06-22;3527764291507761,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-5-11,4000
Jessica Pearson;1978-06-22;3527764291507761,Ms. Elizabeth French;1974-12-19;630456409964,Orange cordial large,400,2019-5-11,4400
Jessica Pearson;1978-06-22;3527764291507761,Rachael Lewis;1984-07-20;377222245845446,Lemonade small,200,2019-5-11,4600
Jessica Pearson;1978-06-22;3527764291507761,Marie Power;2002-01-30;5236653014789326,Diet Coke large,400,2019-5-11,5000
Jessica Pearson;1978-06-22;3527764291507761,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-5-11,5400
Jessica Pearson;1978-06-22;3527764291507761,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-5-11,5800
Jessica Pearson;1978-06-22;3527764291507761,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-5-11,6200
Jessica Pearson;1978-06-22;3527764291507761,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-5-11,6600
Jessica Pearson;1978-06-22;3527764291507761,Benjamin Morgan;1960-09-26;676301009368,Water large,400,2019-5-11,7000
Jessica Pearson;1978-06-22;3527764291507761,Sylvia Jones-Brown;1999-08-25;584761487035,Water small,200,2019-5-11,7200
Jessica Pearson;1978-06-22;3527764291507761,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-5-11,7600
Jessica Pearson;1978-06-22;3527764291507761,Miss Lindsey Harrison;1948-08-25;30476153140377,Strawberry milkshake small,200,2019-5-11,7800
Jessica Pearson;1978-06-22;3527764291507761,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-5-11,8200
Jessica Pearson;1978-06-22;3527764291507761,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2019-5-11,8400
Jessica Pearson;1978-06-22;3527764291507761,Jessica Pearson;1978-06-22;3527764291507761,Milk small,200,2019-5-11,8600
Karen Thompson;1976-05-29;4879429054644775960,Dr. Douglas King;1974-03-16;3581139211845125,Diet Coke large,400,2019-8-13,400
Karen Thompson;1976-05-29;4879429054644775960,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2019-8-13,800
Karen Thompson;1976-05-29;4879429054644775960,Bethan Gill;1958-06-05;060480577430,Strawberry milkshake large,400,2019-8-13,1200
Karen Thompson;1976-05-29;4879429054644775960,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-8-13,1400
Karen Thompson;1976-05-29;4879429054644775960,Terence Hall;1982-04-23;4440881107798798,Cloudy lemonade large,400,2019-8-13,1800
Karen Thompson;1976-05-29;4879429054644775960,Lawrence Fisher;1983-09-19;3566273828670227,Fanta large,400,2019-8-13,2200
Karen Thompson;1976-05-29;4879429054644775960,Ms. Elizabeth French;1974-12-19;630456409964,Coke Zero small,200,2019-8-13,2400
Karen Thompson;1976-05-29;4879429054644775960,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-8-13,2800
Karen Thompson;1976-05-29;4879429054644775960,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-8-13,3200
Karen Thompson;1976-05-29;4879429054644775960,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-8-13,3400
Karen Thompson;1976-05-29;4879429054644775960,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-8-13,3800
Karen Thompson;1976-05-29;4879429054644775960,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-8-13,4200
Karen Thompson;1976-05-29;4879429054644775960,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-8-13,4600
Karen Thompson;1976-05-29;4879429054644775960,Marian Lane;1980-04-23;373696105572428,Sprite large,400,2019-8-13,5000
Karen Thompson;1976-05-29;4879429054644775960,Jessica Pearson;1978-06-22;3527764291507761,Milk small,200,2019-8-13,5200
Karen Thompson;1976-05-29;4879429054644775960,Mrs. Bethan Murray;1986-07-23;2238925746548385,Lime cordial large,400,2019-8-13,5600
Karen Thompson;1976-05-29;4879429054644775960,Danny Clark;1999-03-25;6011085906067876,Diet Coke large,400,2019-8-13,6000
Karen Thompson;1976-05-29;4879429054644775960,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-8-13,6200
Karen Thompson;1976-05-29;4879429054644775960,Jane Davies;1978-05-29;372961426026780,Coke small,200,2019-8-13,6400
Karen Thompson;1976-05-29;4879429054644775960,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-8-13,6600
Karen Thompson;1976-05-29;4879429054644775960,Mohammad Jones-Wood;1963-05-21;3539333926037846,Sparkling water large,400,2019-8-13,7000
Karen Thompson;1976-05-29;4879429054644775960,Michelle Waters;1984-01-14;6545699347248609,Lemonade small,200,2019-8-13,7200
Karen Thompson;1976-05-29;4879429054644775960,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-8-13,7600
Jack Harvey;1998-05-22;4946896571299186780,Ms. Sara Thompson;1986-03-24;371802005619325,Sparkling water small,200,2019-11-27,200
Jack Harvey;1998-05-22;4946896571299186780,Gareth Watson;1968-09-14;060453409181,Coke small,200,2019-11-27,400
Jack Harvey;1998-05-22;4946896571299186780,Cheryl Sutton;1968-11-24;6011950657786745,Milk large,400,2019-11-27,800
Jack Harvey;1998-05-22;4946896571299186780,Neil Walters;1991-02-14;30153298849283,Sprite small,200,2019-11-27,1000
Jack Harvey;1998-05-22;4946896571299186780,Marie Power;2002-01-30;5236653014789326,Diet Coke large,400,2019-11-27,1400
Jack Harvey;1998-05-22;4946896571299186780,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2019-11-27,1800
Jack Harvey;1998-05-22;4946896571299186780,Lawrence Fisher;1983-09-19;3566273828670227,Cloudy lemonade large,400,2019-11-27,2200
Jack Harvey;1998-05-22;4946896571299186780,Dr. Jessica Joyce;1959-11-08;343670554272167,Diet Coke large,400,2019-11-27,2600
Jack Harvey;1998-05-22;4946896571299186780,Dr. Caroline Morris;1967-06-03;4982238351886255393,Fanta large,400,2019-11-27,3000
Jack Harvey;1998-05-22;4946896571299186780,Ms. Elizabeth French;1974-12-19;630456409964,Orange cordial large,400,2019-11-27,3400
Jack Harvey;1998-05-22;4946896571299186780,Joan Foster;2000-07-23;30467564114333,Blackcurrant cordial large,400,2019-11-27,3800
Jack Harvey;1998-05-22;4946896571299186780,Rachael Lewis;1984-07-20;377222245845446,Milk large,400,2019-11-27,4200
Jack Harvey;1998-05-22;4946896571299186780,Sally Jackson;1975-08-26;6011083979903226,Blackcurrant cordial large,400,2019-11-27,4600
Jack Harvey;1998-05-22;4946896571299186780,Tony Martin-Lucas;1984-02-09;060494691672,Fanta large,400,2019-11-27,5000
Jack Harvey;1998-05-22;4946896571299186780,Michelle Waters;1984-01-14;6545699347248609,Diet Coke small,200,2019-11-27,5200
Jack Harvey;1998-05-22;4946896571299186780,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-11-27,5600
Jack Harvey;1998-05-22;4946896571299186780,Sean Osborne-Little;1960-03-13;3554852454832013,Orange cordial small,200,2019-11-27,5800
Jack Harvey;1998-05-22;4946896571299186780,Lawrence Jones;2005-06-10;3537902156094842,Cloudy lemonade large,400,2019-11-27,6200
Jack Harvey;1998-05-22;4946896571299186780,Lawrence Fisher;1983-09-19;3566273828670227,Cloudy lemonade large,400,2019-11-27,6600
Jack Harvey;1998-05-22;4946896571299186780,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2019-11-27,6800
Jack Harvey;1998-05-22;4946896571299186780,Miss Lindsey Harrison;1948-08-25;30476153140377,Cloudy lemonade small,200,2019-11-27,7000
Jack Harvey;1998-05-22;4946896571299186780,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2019-11-27,7200
Terence Hall;1982-04-23;4440881107798798,Lawrence Jones;2005-06-10;3537902156094842,Flat white,250,2019-6-5,250
Terence Hall;1982-04-23;4440881107798798,Dr. Caroline Morris;1967-06-03;4982238351886255393,Capuccino,250,2019-6-5,500
Terence Hall;1982-04-23;4440881107798798,Ms. Elizabeth French;1974-12-19;630456409964,Capuccino with sugar,250,2019-6-5,750
Terence Hall;1982-04-23;4440881107798798,Sally Jackson;1975-08-26;6011083979903226,Double espresso with sugar,250,2019-6-5,1000
Terence Hall;1982-04-23;4440881107798798,Dr. Jessica Joyce;1959-11-08;343670554272167,Tea,250,2019-6-5,1250
Terence Hall;1982-04-23;4440881107798798,Cheryl Sutton;1968-11-24;6011950657786745,Herbal tea with sugar,250,2019-6-5,1500
Terence Hall;1982-04-23;4440881107798798,Miss Abbie Smith;1954-09-05;4128358166770,Macciato extra milk,280,2019-6-5,1780
Terence Hall;1982-04-23;4440881107798798,Mr. Keith Hilton;1997-09-17;3585697723779617,Flat white extra milk,280,2019-6-5,2060
Terence Hall;1982-04-23;4440881107798798,Lawrence Jones;2005-06-10;3537902156094842,Espresso,150,2019-6-5,2210
Terence Hall;1982-04-23;4440881107798798,Philip Miah-Young;1963-11-27;3592857229453650,Espresso,150,2019-6-5,2360
Terence Hall;1982-04-23;4440881107798798,Jemma Davison;1982-06-25;346012372292431,Instant Coffee with sugar,250,2019-6-5,2610
Terence Hall;1982-04-23;4440881107798798,Terence Hall;1982-04-23;4440881107798798,Earl Grey extra milk,280,2019-6-5,2890
Dr. Caroline Morris;1967-06-03;4982238351886255393,Frances Watkins;1988-08-31;2222981270340614,Chianti large,800,2019-10-9,800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Tony Martin-Lucas;1984-02-09;060494691672,House white small,300,2019-10-9,1100
Dr. Caroline Morris;1967-06-03;4982238351886255393,Joan Foster;2000-07-23;30467564114333,Pale ale small,300,2019-10-9,1400
Dr. Caroline Morris;1967-06-03;4982238351886255393,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2019-10-9,1800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Katy Lee;1981-07-04;4895703194202888004,Prosecco small,300,2019-10-9,2100
Dr. Caroline Morris;1967-06-03;4982238351886255393,Miss Abbie Smith;1954-09-05;4128358166770,Gin & Tonic large,800,2019-10-9,2900
Dr. Caroline Morris;1967-06-03;4982238351886255393,Frances Watkins;1988-08-31;2222981270340614,Prosecco large,600,2019-10-9,3500
Dr. Caroline Morris;1967-06-03;4982238351886255393,Ms. Sara Thompson;1986-03-24;371802005619325,Chianti large,800,2019-10-9,4300
Dr. Caroline Morris;1967-06-03;4982238351886255393,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-10-9,4900
Dr. Caroline Morris;1967-06-03;4982238351886255393,Michelle Waters;1984-01-14;6545699347248609,House red small,300,2019-10-9,5200
Dr. Caroline Morris;1967-06-03;4982238351886255393,Katy Lee;1981-07-04;4895703194202888004,Prosecco small,300,2019-10-9,5500
Dr. Caroline Morris;1967-06-03;4982238351886255393,Mr. Keith Hilton;1997-09-17;3585697723779617,Gin & Tonic large,800,2019-10-9,6300
Dr. Caroline Morris;1967-06-03;4982238351886255393,Ms. Sara Thompson;1986-03-24;371802005619325,Shiraz small,300,2019-10-9,6600
Dr. Caroline Morris;1967-06-03;4982238351886255393,Iain Barker;1997-07-21;3534790658775791,Lager large,600,2019-10-9,7200
Dr. Caroline Morris;1967-06-03;4982238351886255393,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2019-10-9,8000
Dr. Caroline Morris;1967-06-03;4982238351886255393,Jemma Davison;1982-06-25;346012372292431,Champagne large,800,2019-10-9,8800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Dr. Caroline Morris;1967-06-03;4982238351886255393,Chianti large,800,2019-10-9,9600
Cheryl Sutton;1968-11-24;6011950657786745,Ms. Sara Thompson;1986-03-24;371802005619325,Shiraz small,300,2019-5-16,300
Cheryl Sutton;1968-11-24;6011950657786745,Miss Abbie Smith;1954-09-05;4128358166770,Gin & Tonic large,800,2019-5-16,1100
Cheryl Sutton;1968-11-24;6011950657786745,Jemma Davison;1982-06-25;346012372292431,Champagne large,800,2019-5-16,1900
Cheryl Sutton;1968-11-24;6011950657786745,Mrs. Bethan Murray;1986-07-23;2238925746548385,Vodka Tonic large,600,2019-5-16,2500
Cheryl Sutton;1968-11-24;6011950657786745,Jane Davies;1978-05-29;372961426026780,Gin & Tonic small,400,2019-5-16,2900
Cheryl Sutton;1968-11-24;6011950657786745,Sally Jackson;1975-08-26;6011083979903226,Vodka Tonic large,600,2019-5-16,3500
Cheryl Sutton;1968-11-24;6011950657786745,Shirley Rees;1994-07-25;6527997021478845,Champagne small,400,2019-5-16,3900
Cheryl Sutton;1968-11-24;6011950657786745,Mrs. Jade Allen;1970-05-20;3577687933334659,Champagne large,800,2019-5-16,4700
Cheryl Sutton;1968-11-24;6011950657786745,Shirley Rees;1994-07-25;6527997021478845,Champagne small,400,2019-5-16,5100
Cheryl Sutton;1968-11-24;6011950657786745,Sylvia Jones-Brown;1999-08-25;584761487035,Pale ale small,300,2019-5-16,5400
Cheryl Sutton;1968-11-24;6011950657786745,Katy Lee;1981-07-04;4895703194202888004,House white small,300,2019-5-16,5700
Cheryl Sutton;1968-11-24;6011950657786745,Bethan Gill;1958-06-05;060480577430,Champagne large,800,2019-5-16,6500
Cheryl Sutton;1968-11-24;6011950657786745,Sean Osborne-Little;1960-03-13;3554852454832013,Ale small,300,2019-5-16,6800
Cheryl Sutton;1968-11-24;6011950657786745,Dr. Douglas King;1974-03-16;3581139211845125,Ale large,600,2019-5-16,7400
Cheryl Sutton;1968-11-24;6011950657786745,Mr. Keith Hilton;1997-09-17;3585697723779617,Gin & Tonic large,800,2019-5-16,8200
Cheryl Sutton;1968-11-24;6011950657786745,Joshua Griffiths-Mitchell;1984-07-30;347389381395580,Champagne large,800,2019-5-16,9000
Cheryl Sutton;1968-11-24;6011950657786745,Jane Davies;1978-05-29;372961426026780,Gin & Tonic small,400,2019-5-16,9400
Cheryl Sutton;1968-11-24;6011950657786745,Neil Walters;1991-02-14;30153298849283,Whisky & Soda small,400,2019-5-16,9800
Cheryl Sutton;1968-11-24;6011950657786745,Marie Preston;1976-12-28;6011724323439199,Prosecco large,600,2019-5-16,10400
Cheryl Sutton;1968-11-24;6011950657786745,Rachael Lewis;1984-07-20;377222245845446,Prosecco large,600,2019-5-16,11000
Cheryl Sutton;1968-11-24;6011950657786745,Sean Osborne-Little;1960-03-13;3554852454832013,Ale small,300,2019-5-16,11300
Cheryl Sutton;1968-11-24;6011950657786745,Rachael Lewis;1984-07-20;377222245845446,Prosecco large,600,2019-5-16,11900
Cheryl Sutton;1968-11-24;6011950657786745,Ms. Elizabeth French;1974-12-19;630456409964,Prosecco small,300,2019-5-16,12200
Cheryl Sutton;1968-11-24;6011950657786745,Marian Lane;1980-04-23;373696105572428,Prosecco large,600,2019-5-16,12800
Cheryl Sutton;1968-11-24;6011950657786745,Miss Abbie Smith;1954-09-05;4128358166770,Gin & Tonic large,800,2019-5-16,13600
Cheryl Sutton;1968-11-24;6011950657786745,Cheryl Sutton;1968-11-24;6011950657786745,Scotch large,600,2019-5-16,14200
Frances Watkins;1988-08-31;2222981270340614,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-7-14,400
Frances Watkins;1988-08-31;2222981270340614,Gareth Watson;1968-09-14;060453409181,Coke small,200,2019-7-14,600
Frances Watkins;1988-08-31;2222981270340614,Ms. Elizabeth French;1974-12-19;630456409964,Orange cordial large,400,2019-7-14,1000
Frances Watkins;1988-08-31;2222981270340614,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2019-7-14,1200
Frances Watkins;1988-08-31;2222981270340614,Benjamin Morgan;1960-09-26;676301009368,Water large,400,2019-7-14,1600
Frances Watkins;1988-08-31;2222981270340614,Lawrence Fisher;1983-09-19;3566273828670227,Cloudy lemonade large,400,2019-7-14,2000
Frances Watkins;1988-08-31;2222981270340614,Dr. Caroline Morris;1967-06-03;4982238351886255393,Fanta large,400,2019-7-14,2400
Frances Watkins;1988-08-31;2222981270340614,Mohammad Jones-Wood;1963-05-21;3539333926037846,Sparkling water large,400,2019-7-14,2800
Frances Watkins;1988-08-31;2222981270340614,Jemma Davison;1982-06-25;346012372292431,Fanta small,200,2019-7-14,3000
Frances Watkins;1988-08-31;2222981270340614,Marie Power;2002-01-30;5236653014789326,Diet Coke large,400,2019-7-14,3400
Frances Watkins;1988-08-31;2222981270340614,Marian Lane;1980-04-23;373696105572428,Lime cordial large,400,2019-7-14,3800
Frances Watkins;1988-08-31;2222981270340614,Richard Parsons;1951-04-21;4596293855263047603,Banana milkshake large,400,2019-7-14,4200
Frances Watkins;1988-08-31;2222981270340614,Marie Preston;1976-12-28;6011724323439199,Milk large,400,2019-7-14,4600
Frances Watkins;1988-08-31;2222981270340614,Katy Lee;1981-07-04;4895703194202888004,Orange cordial large,400,2019-7-14,5000
Frances Watkins;1988-08-31;2222981270340614,Miss Abbie Smith;1954-09-05;4128358166770,Coke small,200,2019-7-14,5200
Frances Watkins;1988-08-31;2222981270340614,Sean Osborne-Little;1960-03-13;3554852454832013,Sprite large,400,2019-7-14,5600
Frances Watkins;1988-08-31;2222981270340614,Jessica Pearson;1978-06-22;3527764291507761,Milk small,200,2019-7-14,5800
Frances Watkins;1988-08-31;2222981270340614,Karen Thompson;1976-05-29;4879429054644775960,Banana milkshake large,400,2019-7-14,6200
Frances Watkins;1988-08-31;2222981270340614,Gareth Watson;1968-09-14;060453409181,Coke small,200,2019-7-14,6400
Frances Watkins;1988-08-31;2222981270340614,Ruth Russell-Harris;1973-03-29;4730875456940300910,Coke Zero small,200,2019-7-14,6600
Frances Watkins;1988-08-31;2222981270340614,Frances Watkins;1988-08-31;2222981270340614,Sparkling water small,200,2019-7-14,6800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Dr. Martyn Lawrence;1979-06-01;30351135561323,Cloudy lemonade small,200,2020-1-1,200
Dr. Caroline Morris;1967-06-03;4982238351886255393,Jack Harvey;1998-05-22;4946896571299186780,Sprite small,200,2020-1-1,400
Dr. Caroline Morris;1967-06-03;4982238351886255393,Sean Osborne-Little;1960-03-13;3554852454832013,Coke small,200,2020-1-1,600
Dr. Caroline Morris;1967-06-03;4982238351886255393,Mr. Keith Hilton;1997-09-17;3585697723779617,Cloudy lemonade small,200,2020-1-1,800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Benjamin Morgan;1960-09-26;676301009368,Water large,400,2020-1-1,1200
Dr. Caroline Morris;1967-06-03;4982238351886255393,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2020-1-1,1600
Dr. Caroline Morris;1967-06-03;4982238351886255393,Miss Abbie Smith;1954-09-05;4128358166770,Coke small,200,2020-1-1,1800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Dr. Douglas King;1974-03-16;3581139211845125,Diet Coke large,400,2020-1-1,2200
Dr. Caroline Morris;1967-06-03;4982238351886255393,Mohammad Jones-Wood;1963-05-21;3539333926037846,Sparkling water large,400,2020-1-1,2600
Dr. Caroline Morris;1967-06-03;4982238351886255393,Jane Davies;1978-05-29;372961426026780,Coke small,200,2020-1-1,2800
Dr. Caroline Morris;1967-06-03;4982238351886255393,Anna Buckley-Patel;1967-09-25;6011330523439128,Blackcurrant cordial small,200,2020-1-1,3000
Dr. Caroline Morris;1967-06-03;4982238351886255393,Jane Davies;1978-05-29;372961426026780,Coke small,200,2020-1-1,3200
Dr. Caroline Morris;1967-06-03;4982238351886255393,Sean Osborne-Little;1960-03-13;3554852454832013,Coke small,200,2020-1-1,3400
Dr. Caroline Morris;1967-06-03;4982238351886255393,Ms. Jean Johnson;1996-04-22;3599621831162106,Lime cordial large,400,2020-1-1,3800
